new_id,commonNameZh,localNameZh,scientificName,fishType,bodyShape,rarityRank,imageUrl,icon_abs,photo_url,photo_source,matched_title_or_taxon,source_page,confidence,photo_status,photo_abs
027,白點竹鯊,狗仔鯊,Chiloscyllium plagiosum,其他魚類,標準紡錘型,2,assets/fish/icons/generated/027.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\027.png,https://inaturalist-open-data.s3.amazonaws.com/photos/452814206/large.jpeg,iNaturalist,Chiloscyllium plagiosum,taxon_id=97440,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-027.jpg
028,皇帝魚,皇帝魚,Scomberoides lysan,其他魚類,標準紡錘型,2,assets/fish/icons/generated/028.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\028.png,https://inaturalist-open-data.s3.amazonaws.com/photos/568300826/large.jpg,iNaturalist,Scomberoides lysan,taxon_id=127131,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-028.jpg
029,短吻飛魚,飛魚,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/029.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\029.png,https://upload.wikimedia.org/wikipedia/commons/8/81/Segment_C2A000055N000000000PBJ.png,Wikipedia-zh,飛魚服,https://zh.wikipedia.org/wiki/%E9%A3%9B%E9%AD%9A%E6%9C%8D,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-029.jpg
030,石首魚,石首,Helotes octolineatus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/030.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\030.png,https://static.inaturalist.org/photos/560865392/large.jpg,iNaturalist,Helotes octolineatus,taxon_id=622527,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-030.jpg
031,窄帶馬鮫,馬鮫,Scomberomorus commerson,其他魚類,標準紡錘型,2,assets/fish/icons/generated/031.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\031.png,https://inaturalist-open-data.s3.amazonaws.com/photos/218054923/large.jpg,iNaturalist,Scomberomorus commerson,taxon_id=132369,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-031.jpg
032,紅魔鬼岩魚,紅魔鬼,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/032.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\032.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Pterois_volitans_Manado-e_edit.jpg/1280px-Pterois_volitans_Manado-e_edit.jpg,Wikipedia-zh,魔鬼蓑鮋,https://zh.wikipedia.org/wiki/%E9%AD%94%E9%AC%BC%E8%93%91%E9%AE%8B,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-032.jpg
033,羊魚,鬚鯛,Upeneichthys porosus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/033.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\033.png,https://inaturalist-open-data.s3.amazonaws.com/photos/597242015/large.jpg,iNaturalist,Upeneichthys porosus,taxon_id=1316675,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-033.jpg
034,羊魚（鬚）,鬚羊魚,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/034.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\034.png,,,,,not_found,missing,
035,花生魚,花生魚,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/035.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\035.png,,,,,not_found,missing,
036,花鰹,花煙,Euthynnus affinis,其他魚類,標準紡錘型,2,assets/fish/icons/generated/036.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\036.png,https://inaturalist-open-data.s3.amazonaws.com/photos/490499838/large.jpg,iNaturalist,Euthynnus affinis,taxon_id=120615,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-036.jpg
037,蛋斑隆頭魚,青衣,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/037.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\037.png,,,,,not_found,missing,
038,角聲魚,角聲,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/038.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\038.png,,,,,not_found,missing,
039,豹紋珊瑚鱸,東星斑,Plectropomus leopardus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/039.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\039.png,https://inaturalist-open-data.s3.amazonaws.com/photos/368379613/large.jpg,iNaturalist,Plectropomus leopardus,taxon_id=109743,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-039.jpg
040,連米銀腹魚,連米魚,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/040.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\040.png,,,,,not_found,missing,
041,里夫黃姑魚,花黃姑,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/041.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\041.png,,,,,not_found,missing,
042,金目鱸,金目鱸,Lates calcarifer,其他魚類,標準紡錘型,2,assets/fish/icons/generated/042.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\042.png,https://inaturalist-open-data.s3.amazonaws.com/photos/185179192/large.jpg,iNaturalist,Lates calcarifer,taxon_id=47353,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-042.jpg
043,金線馬頭魚,紅衫馬頭,Nemipterus virgatus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/043.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\043.png,https://inaturalist-open-data.s3.amazonaws.com/photos/603560190/large.jpg,iNaturalist,Nemipterus virgatus,taxon_id=106701,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-043.jpg
044,銀鯡,鯡魚,Gerres subfasciatus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/044.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\044.png,https://inaturalist-open-data.s3.amazonaws.com/photos/273254451/large.jpeg,iNaturalist,Gerres subfasciatus,taxon_id=367950,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-044.jpg
045,銀鯧,白鯧,Pampus argenteus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/045.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\045.png,https://static.inaturalist.org/photos/22208601/large.jpeg,iNaturalist,Pampus argenteus,taxon_id=52731,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-045.jpg
046,銀鱚,沙鑽,Sillago argentifasciata,其他魚類,標準紡錘型,2,assets/fish/icons/generated/046.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\046.png,,,,,not_found,missing,
047,青鱗小沙丁,青鱗沙甸,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/047.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\047.png,,,,,not_found,missing,
048,髭尾扁頭魚,牛鰍魚,Platycephalus indicus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/048.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\048.png,https://inaturalist-open-data.s3.amazonaws.com/photos/396400155/large.jpeg,iNaturalist,Platycephalus indicus,taxon_id=109634,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-048.jpg
049,鮣魚,貼魚,Remora remora,其他魚類,標準紡錘型,2,assets/fish/icons/generated/049.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\049.png,https://inaturalist-open-data.s3.amazonaws.com/photos/114608642/large.jpg,iNaturalist,Remora remora,taxon_id=120697,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-049.jpg
050,鯷魚,鯷仔,Engraulis australis,其他魚類,標準紡錘型,2,assets/fish/icons/generated/050.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\050.png,https://inaturalist-open-data.s3.amazonaws.com/photos/410499471/large.jpg,iNaturalist,Engraulis australis,taxon_id=502271,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-050.jpg
051,鰶魚,鰶魚,Dorosoma cepedianum,其他魚類,標準紡錘型,2,assets/fish/icons/generated/051.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\051.png,https://inaturalist-open-data.s3.amazonaws.com/photos/13512005/large.jpeg,iNaturalist,Dorosoma cepedianum,taxon_id=99544,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-051.jpg
052,黃姑魚,黃花魚,Umbrina roncador,其他魚類,標準紡錘型,2,assets/fish/icons/generated/052.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\052.png,https://static.inaturalist.org/photos/50887928/large.jpg,iNaturalist,Umbrina roncador,taxon_id=114756,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-052.jpg
053,黃甲魚,黃甲,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/053.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\053.png,,,,,not_found,missing,
054,黑帶金鼓,黑帶金鼓,Neoscorpis lithophilus,其他魚類,標準紡錘型,2,assets/fish/icons/generated/054.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\054.png,https://inaturalist-open-data.s3.amazonaws.com/photos/595194086/large.jpg,iNaturalist,Neoscorpis lithophilus,taxon_id=615599,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-054.jpg
055,黑邊銀鯽,黑邊銀鯽,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/055.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\055.png,,,,,not_found,missing,
056,黑鯧,黑鯧,Parastromateus niger,其他魚類,標準紡錘型,2,assets/fish/icons/generated/056.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\056.png,https://inaturalist-open-data.s3.amazonaws.com/photos/240696337/large.jpeg,iNaturalist,Parastromateus niger,taxon_id=529703,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-056.jpg
057,鼠尾隆頭魚,老鼠斑衣,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/057.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\057.png,,,,,not_found,missing,
058,龍舟魚,龍舟,,其他魚類,標準紡錘型,2,assets/fish/icons/generated/058.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\058.png,,,,,not_found,missing,
059,半嘴魚,半嘴,Hemiramphus far,其他魚類,細長型,2,assets/fish/icons/generated/059.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\059.png,https://static.inaturalist.org/photos/87077055/large.jpg,iNaturalist,Hemiramphus far,taxon_id=429399,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-059.jpg
060,針魚,針魚,Petalichthys capensis,其他魚類,細長型,2,assets/fish/icons/generated/060.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\060.png,,,,,not_found,missing,
061,青針魚,青針,,其他魚類,細長型,2,assets/fish/icons/generated/061.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\061.png,,,,,not_found,missing,
062,比目魚,左口魚,Asterorhombus cocosensis,底棲近岸類,扁平型,2,assets/fish/icons/generated/062.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\062.png,,,,,not_found,missing,
063,海鯰,海塘蝨,Genidens barbus,底棲近岸類,標準紡錘型,3,assets/fish/icons/generated/063.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\063.png,https://inaturalist-open-data.s3.amazonaws.com/photos/467915811/large.jpg,iNaturalist,Genidens barbus,taxon_id=359778,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-063.jpg
064,大鱗烏頭,大眼烏頭,Ellochelon vaigiensis,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/064.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\064.png,https://inaturalist-open-data.s3.amazonaws.com/photos/23475092/large.jpeg,iNaturalist,Ellochelon vaigiensis,taxon_id=445910,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-064.jpg
065,彈塗魚,彈塗,Periophthalmus barbarus,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/065.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\065.png,https://inaturalist-open-data.s3.amazonaws.com/photos/348457955/large.jpeg,iNaturalist,Periophthalmus barbarus,taxon_id=67836,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-065.jpg
066,灰烏頭,烏頭,Chelon labrosus,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/066.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\066.png,https://inaturalist-open-data.s3.amazonaws.com/photos/162225594/large.jpg,iNaturalist,Chelon labrosus,taxon_id=97345,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-066.jpg
067,狗母魚,狗母,Synodus variegatus,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/067.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\067.png,https://inaturalist-open-data.s3.amazonaws.com/photos/30808247/large.jpg,iNaturalist,Synodus variegatus,taxon_id=123124,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-067.jpg
068,花狗母魚,花狗母,,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/068.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\068.png,,,,,not_found,missing,
069,鰕虎魚,狗公魚,Neogobius melanostomus,底棲近岸類,標準紡錘型,2,assets/fish/icons/generated/069.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\069.png,https://static.inaturalist.org/photos/13163749/large.jpg,iNaturalist,Neogobius melanostomus,taxon_id=106743,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-069.jpg
070,鰻尾鯰,海塘蝨,Tandanus tandanus,底棲近岸類,細長型,3,assets/fish/icons/generated/070.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\070.png,https://inaturalist-open-data.s3.amazonaws.com/photos/538401186/large.jpg,iNaturalist,Tandanus tandanus,taxon_id=521489,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-070.jpg
071,康吉鰻,星鰻,Conger conger,底棲近岸類,細長型,2,assets/fish/icons/generated/071.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\071.png,https://inaturalist-open-data.s3.amazonaws.com/photos/196988613/large.jpeg,iNaturalist,Conger conger,taxon_id=118589,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-071.jpg
072,獅子魚,火魚,Pterois volitans,毒棘礁棲類,棘鰭型,5,assets/fish/icons/generated/072.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\072.png,https://static.inaturalist.org/photos/29368079/large.jpg,iNaturalist,Pterois volitans,taxon_id=47280,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-072.jpg
073,石頭魚,石狗公,Synanceia verrucosa,毒棘礁棲類,棘鰭型,5,assets/fish/icons/generated/073.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\073.png,https://inaturalist-open-data.s3.amazonaws.com/photos/76659416/large.jpg,iNaturalist,Synanceia verrucosa,taxon_id=64490,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-073.jpg
074,蠍子魚,蠍子魚,Scorpaena porcus,毒棘礁棲類,棘鰭型,4,assets/fish/icons/generated/074.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\074.png,https://inaturalist-open-data.s3.amazonaws.com/photos/51396772/large.jpg,iNaturalist,Scorpaena porcus,taxon_id=118631,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-074.jpg
075,橙點石斑,紅斑,Epinephelus coioides,石斑類,粗壯型,3,assets/fish/icons/generated/075.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\075.png,https://static.inaturalist.org/photos/421816214/large.jpeg,iNaturalist,Epinephelus coioides,taxon_id=100089,high,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-075.jpg
076,芝麻石斑,芝麻斑,,石斑類,粗壯型,3,assets/fish/icons/generated/076.png,C:\Users\s0829\fishergo\assets\fish\icons\generated\076.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Epinephelus_areolatus%2C_black_background%2C_New_Caledonia.jpg,Wikipedia-zh,寶石石斑魚,https://zh.wikipedia.org/wiki/%E5%AF%B6%E7%9F%B3%E7%9F%B3%E6%96%91%E9%AD%9A,medium,downloaded,C:\Users\s0829\fishergo\data\fish_audit6_full_rebuild\photo_cache\fish-076.jpg
