new_id,old_id,fish_type,body_shape,rarity,fish_name,local_name,rep_file
49,15,其他魚類,標準紡錘型,2,鱸,鱸,015_hk-japanese-seabass.png
50,25,其他魚類,標準紡錘型,2,黃姑魚,黃姑魚,025_hk-yellow-croaker.png
51,26,其他魚類,標準紡錘型,2,黃姑魚,黃姑魚,026_hk-big-head-croaker.png
52,27,其他魚類,標準紡錘型,2,黃姑魚,黃姑魚,027_hk-reeves-croaker.png
53,100,其他魚類,標準紡錘型,2,黃姑魚,䱽,100_hk-croaker-gwak-local-badge.png
54,38,其他魚類,標準紡錘型,2,黑鯧,黑鯧,038_hk-black-pomfret.png
55,67,其他魚類,細長型,2,半嘴魚,半嘴魚,067_hk-halfbeak-local-badge.png
56,66,其他魚類,細長型,2,針魚,針魚,066_hk-needlefish-local-badge.png
57,122,其他魚類,細長型,2,針魚,針魚,122_hk-green-needlefish-local-badge.png
58,48,底棲近岸類,扁平型,2,比目魚,比目魚,048_hk-flatfish.png
59,49,底棲近岸類,扁平型,2,海鰻鰻,海鰻鰻,049_hk-moray-eel.png
60,69,底棲近岸類,標準紡錘型,3,鯰魚,鯰魚,069_hk-sea-catfish-local-badge.png
61,50,底棲近岸類,標準紡錘型,2,康吉鰻鰻,康吉鰻鰻,050_hk-conger-eel.png
62,72,底棲近岸類,標準紡錘型,2,彈塗魚,彈塗魚,072_hk-mudskipper-local-badge.png
63,13,底棲近岸類,標準紡錘型,2,烏頭,烏頭,013_hk-grey-mullet.png
64,14,底棲近岸類,標準紡錘型,2,烏頭,烏頭,014_hk-large-scale-mullet.png
65,21,底棲近岸類,標準紡錘型,2,狗母魚,狗母魚,021_hk-lizardfish.png
66,123,底棲近岸類,標準紡錘型,2,狗母魚,狗母魚,123_hk-flower-lizardfish-local-badge.png
67,71,底棲近岸類,標準紡錘型,2,鰕虎魚,鰕虎魚,071_hk-goby-local-badge.png
68,125,底棲近岸類,標準紡錘型,2,鰻,鰻,125_hk-ribbon-eel-local-badge.png
69,68,底棲近岸類,細長型,3,鯰魚,鯰魚,068_hk-eeltail-catfish-local-badge.png
70,41,毒棘礁棲類,棘鰭型,5,獅子魚,獅子魚,041_hk-lionfish.png
71,42,毒棘礁棲類,棘鰭型,5,石頭魚,石頭魚,042_hk-stonefish.png
72,43,毒棘礁棲類,棘鰭型,4,蠍子魚,蠍子魚,043_hk-scorpionfish.png
73,98,毒棘礁棲類,標準紡錘型,2,岩魚,岩魚,098_hk-rockfish-local-badge.png
74,83,毒棘礁棲類,標準紡錘型,2,紅岩魚,紅岩魚,083_hk-red-devil-rockfish-local-badge.png
75,7,石斑類,粗壯型,3,斑點石斑,斑點石斑,007_hk-orange-spotted-grouper.png
76,8,石斑類,粗壯型,3,石斑,石斑,008_hk-malabar-grouper.png
77,9,石斑類,粗壯型,3,石斑,石斑,009_hk-hong-kong-grouper.png
78,10,石斑類,粗壯型,3,石斑,石斑,010_hk-leopard-coral-grouper.png
79,89,石斑類,粗壯型,3,石斑,石斑,089_hk-blackline-grouper-local-badge.png
80,91,石斑類,粗壯型,3,石斑,石斑,091_hk-sesame-grouper-local-badge.png
81,92,石斑類,粗壯型,3,石斑,石斑,092_hk-flower-head-grouper-local-badge.png
82,93,石斑類,粗壯型,3,石斑,石斑,093_hk-giant-grouper-local-badge.png
83,79,礁棲觀賞類,圓筒型,4,箱魨,箱魨,079_hk-boxfish-local-badge.png
84,78,礁棲觀賞類,標準紡錘型,4,扳機魚,扳機魚,078_hk-triggerfish-local-badge.png
85,46,礁棲觀賞類,標準紡錘型,3,馬面魨,馬面魨,046_hk-orangespotted-filefish.png
86,73,礁棲觀賞類,標準紡錘型,3,馬面魨,馬面魨,073_hk-thread-sail-filefish-local-badge.png
87,75,礁棲觀賞類,標準紡錘型,2,蝶魚,蝶魚,075_hk-butterflyfish-local-badge.png
88,76,礁棲觀賞類,標準紡錘型,2,雀鯛,雀鯛,076_hk-damselfish-local-badge.png
89,112,礁棲觀賞類,標準紡錘型,2,雀鯛,雀鯛,112_hk-yellowtail-damselfish-local-badge.png
90,113,礁棲觀賞類,標準紡錘型,2,雀鯛,雀鯛,113_hk-three-spot-damselfish-local-badge.png
91,77,礁棲觀賞類,標準紡錘型,2,鸚哥魚,鸚哥魚,077_hk-parrotfish-local-badge.png
92,11,近岸草食類,標準紡錘型,2,泥鯭,泥鯭,011_hk-rabbitfish.png
93,82,鯛科/笛鯛類,標準紡錘型,2,斑點鯛,斑點鯛,082_hk-tooth-spotted-seabream-local-badge.png
94,85,鯛科/笛鯛類,標準紡錘型,2,白鯛,白鯛,085_hk-white-seabream-local-badge.png
95,4,鯛科/笛鯛類,標準紡錘型,2,笛鯛,笛鯛,004_hk-russell-snapper.png
96,6,鯛科/笛鯛類,標準紡錘型,2,笛鯛,笛鯛,006_hk-johns-snapper.png
97,81,鯛科/笛鯛類,標準紡錘型,2,笛鯛,笛鯛,081_hk-flame-snapper-local-badge.png
98,95,鯛科/笛鯛類,標準紡錘型,2,笛鯛,笛鯛,095_hk-star-snapper-local-badge.png
99,5,鯛科/笛鯛類,標準紡錘型,2,紅笛鯛,紅笛鯛,005_hk-mangrove-red-snapper.png
100,51,鯛科/笛鯛類,標準紡錘型,2,紅鯛,紅鯛,051_hk-red-seabream-local-badge.png
101,86,鯛科/笛鯛類,標準紡錘型,2,紅鯛,赤,086_hk-red-seabream-aka-local-badge.png
102,3,鯛科/笛鯛類,標準紡錘型,2,金線鯛,金線鯛,003_hk-goldlined-seabream.png
103,87,鯛科/笛鯛類,標準紡錘型,2,金鯛,金鯛,087_hk-gold-thread-seabream-local-badge.png
104,23,鯛科/笛鯛類,標準紡錘型,2,馬友鯛,馬友鯛,023_hk-japanese-threadfin-bream.png
105,24,鯛科/笛鯛類,標準紡錘型,2,馬友鯛,馬友鯛,024_hk-golden-threadfin-bream.png
106,54,鯛科/笛鯛類,標準紡錘型,2,馬友鯛,馬友鯛,054_hk-threadfin-seabream-local-badge.png
107,52,鯛科/笛鯛類,標準紡錘型,2,鯛,鯛,052_hk-sand-seabream-local-badge.png
108,53,鯛科/笛鯛類,標準紡錘型,2,鯛,鯛,053_hk-oil-seabream-local-badge.png
109,102,鯛科/笛鯛類,標準紡錘型,2,鯛,鯛,102_hk-stone-bream-local-badge.png
110,1,鯛科/笛鯛類,標準紡錘型,2,黃鰭鯛,黃鰭鯛,001_hk-yellowfin-seabream.png
111,2,鯛科/笛鯛類,標準紡錘型,2,黑鯛,黑鯛,002_hk-black-seabream.png
112,84,鯛科/笛鯛類,標準紡錘型,2,黑鯛,黑鯛,084_hk-black-sand-seabream-local-badge.png
113,37,鰺科/洄游類,標準紡錘型,2,吞拿,吞拿,037_hk-longtail-tuna.png
114,33,鰺科/洄游類,標準紡錘型,2,皇帝魚,皇帝魚,033_hk-queenfish.png
115,32,鰺科/洄游類,標準紡錘型,2,竹筴魚,竹筴魚,032_hk-yellowtail-scad.png
116,55,鰺科/洄游類,標準紡錘型,2,竹筴魚,竹筴魚,055_hk-small-scad-local-badge.png
117,104,鰺科/洄游類,標準紡錘型,2,竹筴魚,竹筴魚,104_hk-bigeye-scad-local-badge.png
118,109,鰺科/洄游類,標準紡錘型,2,竹筴魚,竹筴魚,109_hk-ten-lined-scad-local-badge.png
119,121,鰺科/洄游類,標準紡錘型,2,竹筴魚,竹筴魚,121_hk-small-scad-subadult-local-badge.png
120,36,鰺科/洄游類,標準紡錘型,2,花鰹,花鰹,036_hk-kawakawa.png
121,34,鰺科/洄游類,標準紡錘型,2,鯖,鯖,034_hk-indian-mackerel.png
122,35,鰺科/洄游類,標準紡錘型,2,鯖,鯖,035_hk-narrow-barred-spanish-mackerel.png
123,30,鰺科/洄游類,標準紡錘型,2,鰺,鰺,030_hk-golden-trevally.png
124,31,鰺科/洄游類,標準紡錘型,2,鰺,鰺,031_hk-malabar-trevally.png
125,96,鰺科/洄游類,標準紡錘型,2,鰺,鰺,096_hk-yellowstripe-trevally-local-badge.png
