new_id,old_id,fish_type,body_shape,rarity,fish_name,local_name,rep_file
73,21,底棲近岸類,標準紡錘型,2,Lizardfish,Lizardfish,021_hk-lizardfish.png
74,72,底棲近岸類,標準紡錘型,2,Mudskipper,Mudskipper,072_hk-mudskipper-local-badge.png
75,68,底棲近岸類,細長型,3,Eeltail Catfish,Eeltail Catfish,068_hk-eeltail-catfish-local-badge.png
76,41,毒棘礁棲類,棘鰭型,5,Lionfish,Lionfish,041_hk-lionfish.png
77,42,毒棘礁棲類,棘鰭型,5,Stonefish,Stonefish,042_hk-stonefish.png
78,43,毒棘礁棲類,棘鰭型,4,Scorpionfish,Scorpionfish,043_hk-scorpionfish.png
79,83,毒棘礁棲類,標準紡錘型,2,Red Devil Rockfish,Red Devil Rockfish,083_hk-red-devil-rockfish-local-badge.png
80,98,毒棘礁棲類,標準紡錘型,2,Rockfish,Rockfish,098_hk-rockfish-local-badge.png
81,89,石斑類,粗壯型,3,Blackline Grouper,Blackline Grouper,089_hk-blackline-grouper-local-badge.png
82,92,石斑類,粗壯型,3,Flower Head Grouper,Flower Head Grouper,092_hk-flower-head-grouper-local-badge.png
83,93,石斑類,粗壯型,3,Giant Grouper,Giant Grouper,093_hk-giant-grouper-local-badge.png
84,9,石斑類,粗壯型,3,Hong Kong Grouper,Hong Kong Grouper,009_hk-hong-kong-grouper.png
85,10,石斑類,粗壯型,3,Leopard Coral Grouper,Leopard Coral Grouper,010_hk-leopard-coral-grouper.png
86,8,石斑類,粗壯型,3,Malabar Grouper,Malabar Grouper,008_hk-malabar-grouper.png
87,7,石斑類,粗壯型,3,Orange Spotted Grouper,Orange Spotted Grouper,007_hk-orange-spotted-grouper.png
88,91,石斑類,粗壯型,3,Sesame Grouper,Sesame Grouper,091_hk-sesame-grouper-local-badge.png
89,79,礁棲觀賞類,圓筒型,4,Boxfish,Boxfish,079_hk-boxfish-local-badge.png
90,78,礁棲觀賞類,標準紡錘型,4,Triggerfish,Triggerfish,078_hk-triggerfish-local-badge.png
91,46,礁棲觀賞類,標準紡錘型,3,Orangespotted Filefish,Orangespotted Filefish,046_hk-orangespotted-filefish.png
92,73,礁棲觀賞類,標準紡錘型,3,Thread Sail Filefish,Thread Sail Filefish,073_hk-thread-sail-filefish-local-badge.png
93,75,礁棲觀賞類,標準紡錘型,2,Butterflyfish,Butterflyfish,075_hk-butterflyfish-local-badge.png
94,76,礁棲觀賞類,標準紡錘型,2,Damselfish,Damselfish,076_hk-damselfish-local-badge.png
95,77,礁棲觀賞類,標準紡錘型,2,Parrotfish,Parrotfish,077_hk-parrotfish-local-badge.png
96,11,近岸草食類,標準紡錘型,2,Rabbitfish,Rabbitfish,011_hk-rabbitfish.png
97,84,鯛科/笛鯛類,標準紡錘型,2,Black Sand Seabream,Black Sand Seabream,084_hk-black-sand-seabream-local-badge.png
98,2,鯛科/笛鯛類,標準紡錘型,2,Black Seabream,Black Seabream,002_hk-black-seabream.png
99,81,鯛科/笛鯛類,標準紡錘型,2,Flame Snapper,Flame Snapper,081_hk-flame-snapper-local-badge.png
100,87,鯛科/笛鯛類,標準紡錘型,2,Gold Thread Seabream,Gold Thread Seabream,087_hk-gold-thread-seabream-local-badge.png
101,24,鯛科/笛鯛類,標準紡錘型,2,Golden Threadfin Bream,Golden Threadfin Bream,024_hk-golden-threadfin-bream.png
102,3,鯛科/笛鯛類,標準紡錘型,2,Goldlined Seabream,Goldlined Seabream,003_hk-goldlined-seabream.png
103,23,鯛科/笛鯛類,標準紡錘型,2,Japanese Threadfin Bream,Japanese Threadfin Bream,023_hk-japanese-threadfin-bream.png
104,6,鯛科/笛鯛類,標準紡錘型,2,Johns Snapper,Johns Snapper,006_hk-johns-snapper.png
105,5,鯛科/笛鯛類,標準紡錘型,2,Mangrove Red Snapper,Mangrove Red Snapper,005_hk-mangrove-red-snapper.png
106,53,鯛科/笛鯛類,標準紡錘型,2,Oil Seabream,Oil Seabream,053_hk-oil-seabream-local-badge.png
107,51,鯛科/笛鯛類,標準紡錘型,2,Red Seabream,Red Seabream,051_hk-red-seabream-local-badge.png
108,86,鯛科/笛鯛類,標準紡錘型,2,Red Seabream,aka,086_hk-red-seabream-aka-local-badge.png
109,4,鯛科/笛鯛類,標準紡錘型,2,Russell Snapper,Russell Snapper,004_hk-russell-snapper.png
110,52,鯛科/笛鯛類,標準紡錘型,2,Sand Seabream,Sand Seabream,052_hk-sand-seabream-local-badge.png
111,95,鯛科/笛鯛類,標準紡錘型,2,Star Snapper,Star Snapper,095_hk-star-snapper-local-badge.png
112,54,鯛科/笛鯛類,標準紡錘型,2,Threadfin Seabream,Threadfin Seabream,054_hk-threadfin-seabream-local-badge.png
113,82,鯛科/笛鯛類,標準紡錘型,2,Tooth Spotted Seabream,Tooth Spotted Seabream,082_hk-tooth-spotted-seabream-local-badge.png
114,85,鯛科/笛鯛類,標準紡錘型,2,White Seabream,White Seabream,085_hk-white-seabream-local-badge.png
115,1,鯛科/笛鯛類,標準紡錘型,2,Yellowfin Seabream,Yellowfin Seabream,001_hk-yellowfin-seabream.png
116,30,鰺科/洄游類,標準紡錘型,2,Golden Trevally,Golden Trevally,030_hk-golden-trevally.png
117,34,鰺科/洄游類,標準紡錘型,2,Indian Mackerel,Indian Mackerel,034_hk-indian-mackerel.png
118,36,鰺科/洄游類,標準紡錘型,2,Kawakawa,Kawakawa,036_hk-kawakawa.png
119,37,鰺科/洄游類,標準紡錘型,2,Longtail Tuna,Longtail Tuna,037_hk-longtail-tuna.png
120,31,鰺科/洄游類,標準紡錘型,2,Malabar Trevally,Malabar Trevally,031_hk-malabar-trevally.png
121,35,鰺科/洄游類,標準紡錘型,2,Narrow Barred Spanish Mackerel,Narrow Barred Spanish Mackerel,035_hk-narrow-barred-spanish-mackerel.png
122,33,鰺科/洄游類,標準紡錘型,2,Queenfish,Queenfish,033_hk-queenfish.png
123,55,鰺科/洄游類,標準紡錘型,2,Small Scad,Small Scad,055_hk-small-scad-local-badge.png
124,96,鰺科/洄游類,標準紡錘型,2,Yellowstripe Trevally,Yellowstripe Trevally,096_hk-yellowstripe-trevally-local-badge.png
125,32,鰺科/洄游類,標準紡錘型,2,Yellowtail Scad,Yellowtail Scad,032_hk-yellowtail-scad.png
