new_id,old_id,fish_type,body_shape,rarity,fish_name,local_name,rep_file
47,103,其他魚類,標準紡錘型,2,青鱗小沙丁,青鱗小沙丁,103_hk-french-threadfin-local-badge.png
48,19,其他魚類,標準紡錘型,2,髭尾扁頭魚,髭尾扁頭魚,019_hk-bartail-flathead.png
49,80,其他魚類,標準紡錘型,2,鮣魚,鮣魚,080_hk-remora-local-badge.png
50,63,其他魚類,標準紡錘型,2,鯷魚,鯷魚,063_hk-anchovy-local-badge.png
51,108,其他魚類,標準紡錘型,2,鰶魚,鰶魚,108_hk-gizzard-shad-local-badge.png
52,25,其他魚類,標準紡錘型,2,黃姑魚,黃姑魚,025_hk-yellow-croaker.png
53,90,其他魚類,標準紡錘型,2,黃甲魚,黃甲魚,090_hk-yellow-nail-local-badge.png
54,102,其他魚類,標準紡錘型,2,黑帶金鼓,黑帶金鼓,102_hk-stone-bream-local-badge.png
55,109,其他魚類,標準紡錘型,2,黑邊銀鯽,黑邊銀鯽,109_hk-ten-lined-scad-local-badge.png
56,38,其他魚類,標準紡錘型,2,黑鯧,黑鯧,038_hk-black-pomfret.png
57,57,其他魚類,標準紡錘型,2,鼠尾隆頭魚,鼠尾隆頭魚,057_hk-mouse-wrasse-local-badge.png
58,119,其他魚類,標準紡錘型,2,龍舟魚,龍舟魚,119_hk-dragon-boat-fish-local-badge.png
59,67,其他魚類,細長型,2,半嘴魚,半嘴魚,067_hk-halfbeak-local-badge.png
60,66,其他魚類,細長型,2,針魚,針魚,066_hk-needlefish-local-badge.png
61,122,其他魚類,細長型,2,青針魚,青針魚,122_hk-green-needlefish-local-badge.png
62,48,底棲近岸類,扁平型,2,比目魚,比目魚,048_hk-flatfish.png
63,69,底棲近岸類,標準紡錘型,3,海鯰,海鯰,069_hk-sea-catfish-local-badge.png
64,14,底棲近岸類,標準紡錘型,2,大鱗烏頭,大鱗烏頭,014_hk-large-scale-mullet.png
65,72,底棲近岸類,標準紡錘型,2,彈塗魚,彈塗魚,072_hk-mudskipper-local-badge.png
66,13,底棲近岸類,標準紡錘型,2,灰烏頭,灰烏頭,013_hk-grey-mullet.png
67,21,底棲近岸類,標準紡錘型,2,狗母魚,狗母魚,021_hk-lizardfish.png
68,123,底棲近岸類,標準紡錘型,2,花狗母魚,花狗母魚,123_hk-flower-lizardfish-local-badge.png
69,71,底棲近岸類,標準紡錘型,2,鰕虎魚,鰕虎魚,071_hk-goby-local-badge.png
70,68,底棲近岸類,細長型,3,鰻尾鯰,鰻尾鯰,068_hk-eeltail-catfish-local-badge.png
71,50,底棲近岸類,細長型,2,康吉鰻,康吉鰻,050_hk-conger-eel.png
72,41,毒棘礁棲類,棘鰭型,5,獅子魚,獅子魚,041_hk-lionfish.png
73,42,毒棘礁棲類,棘鰭型,5,石頭魚,石頭魚,042_hk-stonefish.png
74,43,毒棘礁棲類,棘鰭型,4,蠍子魚,蠍子魚,043_hk-scorpionfish.png
75,7,石斑類,粗壯型,3,橙點石斑,橙點石斑,007_hk-orange-spotted-grouper.png
76,91,石斑類,粗壯型,3,芝麻石斑,芝麻石斑,091_hk-sesame-grouper-local-badge.png
77,92,石斑類,粗壯型,3,花頭石斑,花頭石斑,092_hk-flower-head-grouper-local-badge.png
78,9,石斑類,粗壯型,3,香港石斑,香港石斑,009_hk-hong-kong-grouper.png
79,8,石斑類,粗壯型,3,馬拉巴石斑,馬拉巴石斑,008_hk-malabar-grouper.png
80,89,石斑類,粗壯型,3,黑線石斑,黑線石斑,089_hk-blackline-grouper-local-badge.png
81,93,石斑類,粗壯型,3,龍膽石斑,龍膽石斑,093_hk-giant-grouper-local-badge.png
82,79,礁棲觀賞類,圓筒型,4,箱魨,箱魨,079_hk-boxfish-local-badge.png
83,78,礁棲觀賞類,標準紡錘型,4,扳機魚,扳機魚,078_hk-triggerfish-local-badge.png
84,46,礁棲觀賞類,標準紡錘型,3,橙點馬面魨,橙點馬面魨,046_hk-orangespotted-filefish.png
85,73,礁棲觀賞類,標準紡錘型,3,長帆馬面魨,長帆馬面魨,073_hk-thread-sail-filefish-local-badge.png
86,75,礁棲觀賞類,標準紡錘型,2,蝶魚,蝶魚,075_hk-butterflyfish-local-badge.png
87,77,礁棲觀賞類,標準紡錘型,2,鸚哥魚,鸚哥魚,077_hk-parrotfish-local-badge.png
88,11,近岸草食類,標準紡錘型,2,泥鯭,泥鯭,011_hk-rabbitfish.png
89,113,鯛科/笛鯛類,標準紡錘型,2,三點雀鯛,三點雀鯛,113_hk-three-spot-damselfish-local-badge.png
90,74,鯛科/笛鯛類,標準紡錘型,2,天竺鯛,天竺鯛,074_hk-cardinalfish-local-badge.png
91,95,鯛科/笛鯛類,標準紡錘型,2,星點笛鯛,星點笛鯛,095_hk-star-snapper-local-badge.png
92,117,鯛科/笛鯛類,標準紡錘型,2,橫帶小鯛,橫帶小鯛,117_hk-green-wrasse-local-badge.png
93,52,鯛科/笛鯛類,標準紡錘型,2,沙鯛,沙鯛,052_hk-sand-seabream-local-badge.png
94,53,鯛科/笛鯛類,標準紡錘型,2,油鯛,油鯛,053_hk-oil-seabream-local-badge.png
95,81,鯛科/笛鯛類,標準紡錘型,2,火焰笛鯛,火焰笛鯛,081_hk-flame-snapper-local-badge.png
96,82,鯛科/笛鯛類,標準紡錘型,2,牙點鯛,牙點鯛,082_hk-tooth-spotted-seabream-local-badge.png
97,85,鯛科/笛鯛類,標準紡錘型,2,白鯛,白鯛,085_hk-white-seabream-local-badge.png
98,6,鯛科/笛鯛類,標準紡錘型,2,約翰笛鯛,約翰笛鯛,006_hk-johns-snapper.png
99,5,鯛科/笛鯛類,標準紡錘型,2,紅樹笛鯛,紅樹笛鯛,005_hk-mangrove-red-snapper.png
100,51,鯛科/笛鯛類,標準紡錘型,2,紅鯛,紅鯛,051_hk-red-seabream-local-badge.png
101,4,鯛科/笛鯛類,標準紡錘型,2,羅素笛鯛,羅素笛鯛,004_hk-russell-snapper.png
102,86,鯛科/笛鯛類,標準紡錘型,2,赤鯛,赤鯛,086_hk-red-seabream-aka-local-badge.png
103,3,鯛科/笛鯛類,標準紡錘型,2,金線鯛,金線鯛,003_hk-goldlined-seabream.png
104,87,鯛科/笛鯛類,標準紡錘型,2,金線鯛王,金線鯛王,087_hk-gold-thread-seabream-local-badge.png
105,114,鯛科/笛鯛類,標準紡錘型,2,鋸緣雀鯛,鋸緣雀鯛,114_hk-white-head-wrasse-local-badge.png
106,76,鯛科/笛鯛類,標準紡錘型,2,雀鯛,雀鯛,076_hk-damselfish-local-badge.png
107,54,鯛科/笛鯛類,標準紡錘型,2,馬友鯛,馬友鯛,054_hk-threadfin-seabream-local-badge.png
108,120,鯛科/笛鯛類,標準紡錘型,2,黃尾笛鯛,黃尾笛鯛,120_hk-yellowtail-fusilier-local-badge.png
109,112,鯛科/笛鯛類,標準紡錘型,2,黃尾雀鯛,黃尾雀鯛,112_hk-yellowtail-damselfish-local-badge.png
110,1,鯛科/笛鯛類,標準紡錘型,2,黃鰭鯛,黃鰭鯛,001_hk-yellowfin-seabream.png
111,84,鯛科/笛鯛類,標準紡錘型,2,黑沙鯛,黑沙鯛,084_hk-black-sand-seabream-local-badge.png
112,2,鯛科/笛鯛類,標準紡錘型,2,黑鯛,黑鯛,002_hk-black-seabream.png
113,34,鰺科/洄游類,標準紡錘型,2,印度鯖,印度鯖,034_hk-indian-mackerel.png
114,101,鰺科/洄游類,標準紡錘型,2,大眼竹筴魚,大眼竹筴魚,101-badge.png
115,104,鰺科/洄游類,標準紡錘型,2,大眼竹筴魚王,大眼竹筴魚王,104_hk-bigeye-scad-local-badge.png
116,29,鰺科/洄游類,標準紡錘型,2,橙鰭銀腹鯧鰺,橙鰭銀腹鯧鰺,029_hk-orangefin-ponyfish.png
117,125,鰺科/洄游類,標準紡錘型,2,紫胸馬加鰆,紫胸馬加鰆,125_hk-ribbon-eel-local-badge.png
118,55,鰺科/洄游類,標準紡錘型,2,細鱗竹筴魚,細鱗竹筴魚,055_hk-small-scad-local-badge.png
119,30,鰺科/洄游類,標準紡錘型,2,金鰭鰺,金鰭鰺,030_hk-golden-trevally.png
120,28,鰺科/洄游類,標準紡錘型,2,銀腹鯧鰺,銀腹鯧鰺,028_hk-ponyfish.png
121,37,鰺科/洄游類,標準紡錘型,2,長尾吞拿,長尾吞拿,037_hk-longtail-tuna.png
122,31,鰺科/洄游類,標準紡錘型,2,馬拉巴鰺,馬拉巴鰺,031_hk-malabar-trevally.png
123,111,鰺科/洄游類,標準紡錘型,2,黃尾擬鰺,黃尾擬鰺,111_hk-bigeye-pomfret-local-badge.png
124,32,鰺科/洄游類,標準紡錘型,2,黃尾竹筴魚,黃尾竹筴魚,032_hk-yellowtail-scad.png
125,96,鰺科/洄游類,標準紡錘型,2,黃條鰺,黃條鰺,096_hk-yellowstripe-trevally-local-badge.png
